route_id,service_id,trip_id,trip_headsign,direction_id,direction,block_id,shape_id,wheelchair_accessible,branch_letter,boarding_type
4,1,1131645,Johnson St / Silver Lk Vlg / Via Penn,0,NB,156300,770004005,1,B,0
4,1,1131646,Downtown / Via Lyndale,0,NB,160517,770004002,1,,0
323,1,1131647,LondinLn / WoodwindsHosp / WoodburyVilla,0,EB,156437,770323001,1,,0
725,3,1131649,Starlite Ctr / 85 Ave / Northown,0,EB,156176,770725001,1,,0
801,1,1131651,Col Hgts / Brklyn Ctr,1,WB,156499,770801002,1,,0
805,1,1131653,Coon Rapids / Riverdale / DT Anoka,0,NB,156464,770805002,1,,0
725,1,1131654,85 Ave / Starlite Ctr / Osseo,1,WB,156143,770725002,1,,0
538,2,1131655,Southtown / 86St / Mall America,0,EB,156558,770538002,1,,0
5,2,1131656,Chicago - 56St,1,SB,156449,770005006,1,B,0
5,1,1131657,Fremont Av / Brklyn Ctr / Transit Ctr,0,NB,161408,770005004,1,M,0
17,2,1131658,Downtown,0,EB,160336,770017005,1,,0
805,2,1131664,Riverdale / Coon Rapids / Northtown,1,SB,156266,770805001,1,,0
805,1,1131665,Coon Rapids / Riverdale / DT Anoka,0,NB,156606,770805002,1,,0
546,3,1131666,Valley West / Norm Village / Norm Coll,1,WB,156156,770546001,1,,0
538,1,1131668,86St / Southtown / Southdale,1,WB,156659,770538001,1,,0
219,1,1131675,Maplewood Mall,0,NB,156595,770219002,1,,0
5,2,1131676,Chicago - 56St,1,SB,161451,770005006,1,B,0
534,1,1131677,Lyndale / American Blvd / Norm Coll,1,WB,156037,770534001,1,,0
