route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order
725,2,725,,Northtown TC-Starlite-Central 5ST,3,https://www.metrotransit.org/route/725,A95098,ffffff,122
747,5,747,,Plymouth - Express - Station 73  - Reverse Commute,3,https://www.metrotransit.org/route/747,,000000,123
755,0,755,,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,3,https://www.metrotransit.org/route/755,,000000,124
760,0,760,,Express  - 65th Av P&R - Mpls,3,https://www.metrotransit.org/route/760,,000000,125
763,0,763,,Express-85th Av-Brookdale Dr-Humboldt-Dupont-Mpls,3,https://www.metrotransit.org/route/763,,000000,126
764,0,764,,Express - Winnetka Av - 42nd Av - Mpls,3,https://www.metrotransit.org/route/764,,000000,127
765,0,765,,Express - Target - Hwy 252 and 73rd Av P&R - Mpls,3,https://www.metrotransit.org/route/765,00B1EB,ffffff,128
766,0,766,,Express  -  Champlin - W River Rd - Mpls,3,https://www.metrotransit.org/route/766,,000000,129
768,0,768,,Express - Noble P&R - Mpls,3,https://www.metrotransit.org/route/768,,000000,130
774,5,774,,Plymouth - Express - Station 73,3,https://www.metrotransit.org/route/774,,000000,131
776,5,776,,Plymouth - Express - Southwest Plymouth,3,https://www.metrotransit.org/route/776,,000000,132
777,5,777,,Plymouth - Express - NW Plymouth - Station 73,3,https://www.metrotransit.org/route/777,,000000,133
781,4,781,,Maple Grove - Express - Maple Grove Station,3,https://www.metrotransit.org/route/781,,000000,134
784,4,784,,Maple Grove - Express - Maple Grove Sta - Dtw East,3,https://www.metrotransit.org/route/784,,000000,135
785,4,785,,Maple Grove - Express - Parkway Station,3,https://www.metrotransit.org/route/785,,000000,136
789,4,789,,Maple Grove - Express - Maple Grove Sta - U of M,3,https://www.metrotransit.org/route/789,,000000,137
790,5,790,,Plymouth - Express - Cub Foods - Four Seasons,3,https://www.metrotransit.org/route/790,,000000,138
795,5,795,,Plymouth - Express - Midday - Northeast Plymouth,3,https://www.metrotransit.org/route/795,,000000,139
801,2,801,,Brooklyn Ctr - Columbia Heights - Rosedale,3,https://www.metrotransit.org/route/801,,000000,140
804,2,804,,Co Rd H P&R -Silver Lake - Old Hwy 8,3,https://www.metrotransit.org/route/804,,000000,141
805,2,805,,Anoka - Coon Rapids - Northtown,3,https://www.metrotransit.org/route/805,,000000,142
824,0,824,,Ltd Stop - Northtown - Monroe - University - Mpls,3,https://www.metrotransit.org/route/824,,000000,143
827,0,827,,Express - Anoka - Coon Rapids - Northtown - Mpls,3,https://www.metrotransit.org/route/827,A95098,ffffff,144
850,0,850,,Express - Riverdale P&R - Foley P&R - Mpls,3,https://www.metrotransit.org/route/850,,000000,145
860,0,860,,Express - Coon Rapids - Northtown - St Paul,3,https://www.metrotransit.org/route/860,,000000,146
882,0,882,,Big Lake - Elk River,3,https://www.metrotransit.org/route/882,00B1EB,ffffff,147
888,0,888,,Elk River - Anoka - Mpls,3,https://www.metrotransit.org/route/888,D180B5,ffffff,148
